Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
1119,Singapore,10/07/2024,10/20/2024,13,Traveler 1119,68,Other,British,Villa,1932,Flight,,About Dubai,Rainy,Asia,Coastal,Recreational
1120,Sydney,12/15/2024,12/26/2024,11,Traveler 1120,31,Male,Canadian,Villa,2002,Cruise,,About Dubai,Dry,North America,Coastal,Therapeutic
1121,Madrid,01/20/2024,01/28/2024,8,Traveler 1121,60,Male,Indian,Resort,1712,Cruise,,About Paris,Cold,Africa,Archaeological,Therapeutic
1122,Cape Town,03/28/2024,04/05/2024,8,Traveler 1122,68,Male,British,Villa,1994,Bus,744.0,About Cape Town,Cold,Europe,Desert,Archaeological
1123,Istanbul,09/10/2024,09/16/2024,6,Traveler 1123,55,Male,Australian,Hotel,2154,Flight,,About Sydney,Hot,Africa,Coastal,Archaeological
1124,Hong Kong,01/14/2024,01/26/2024,12,Traveler 1124,61,Male,British,Airbnb,2983,Train,,About Rome,Rainy,South America,Urban,Archaeological
1125,Muscat,08/18/2024,08/27/2024,9,Traveler 1125,42,Other,American,Villa,1714,Car,507.0,About Rome,Dry,North America,Archaeological,Environmental
1126,Ho Chi Minh City,02/06/2024,02/09/2024,3,Traveler 1126,27,Female,Australian,Airbnb,1187,Bus,,About Paris,Moisture,South America,Urban,Religious
1127,Nice,09/15/2024,09/25/2024,10,Traveler 1127,28,Male,American,Hostel,2757,Flight,1365.0,About Paris,Hot,North America,Coastal,Therapeutic
1128,Tunis,09/17/2024,10/02/2024,15,Traveler 1128,68,Female,British,Hostel,869,Train,958.0,About Sydney,Hot,Europe,Urban,Environmental
1129,Stockholm,11/27/2024,12/01/2024,4,Traveler 1129,18,Female,Australian,Airbnb,601,Car,121.0,About Paris,Dry,Africa,Rural,Therapeutic
1130,Lisbon,07/13/2024,07/21/2024,8,Traveler 1130,50,Other,Canadian,Airbnb,899,Car,1023.0,About Cape Town,Rainy,Europe,Rural,Recreational
1131,Prague,02/04/2024,02/13/2024,9,Traveler 1131,50,Other,Canadian,Airbnb,1247,Train,,About Cape Town,Cold,Europe,Desert,Therapeutic
1132,San Salvador,10/19/2024,11/01/2024,13,Traveler 1132,20,Other,British,Hostel,1316,Cruise,490.0,About Dubai,Moisture,Africa,Archaeological,Archaeological
1133,Miami,12/11/2024,12/22/2024,11,Traveler 1133,46,Female,Canadian,Airbnb,1689,Flight,,About Paris,Hot,South America,Desert,Religious
1134,Brussels,11/20/2024,11/28/2024,8,Traveler 1134,44,Male,British,Airbnb,1867,Train,,About Sydney,Rainy,Asia,Rural,Environmental
1135,Johannesburg,07/03/2024,07/15/2024,12,Traveler 1135,69,Other,Indian,Airbnb,1789,Cruise,,About Sydney,Moisture,Asia,Desert,Religious
1136,Budapest,03/28/2024,04/06/2024,9,Traveler 1136,57,Other,Indian,Airbnb,1586,Bus,,About Cape Town,Hot,South America,Coastal,Therapeutic
1137,Kigali,06/05/2024,06/12/2024,7,Traveler 1137,56,Male,Indian,Resort,1022,Cruise,,About Dubai,Hot,Africa,Rural,Archaeological
1138,Vienna,11/16/2024,11/28/2024,12,Traveler 1138,44,Female,British,Hotel,1543,Cruise,,About Paris,Moisture,North America,Desert,Environmental
1139,Porto,12/30/2024,01/07/2025,8,Traveler 1139,26,Male,Indian,Hostel,532,Cruise,,About Cape Town,Rainy,Africa,Desert,Therapeutic
1140,Beijing,07/21/2024,07/29/2024,8,Traveler 1140,22,Female,British,Villa,1763,Train,1386.0,About Cape Town,Dry,North America,Desert,Therapeutic
1141,Riyadh,06/07/2024,06/12/2024,5,Traveler 1141,23,Female,Australian,Villa,1256,Train,,About Cape Town,Moisture,North America,Rural,Environmental
1142,Edinburgh,06/22/2024,07/05/2024,13,Traveler 1142,36,Female,Indian,Airbnb,2243,Flight,,About Dubai,Cold,North America,Coastal,Religious
1143,Caracas,05/09/2024,05/16/2024,7,Traveler 1143,59,Male,Australian,Hotel,952,Train,1014.0,About Paris,Moisture,South America,Urban,Recreational
1144,Brisbane,01/22/2024,01/31/2024,9,Traveler 1144,30,Male,Australian,Hotel,2017,Flight,1029.0,About Sydney,Hot,Africa,Archaeological,Therapeutic
1145,Lagos,08/23/2024,08/28/2024,5,Traveler 1145,47,Other,British,Hotel,1265,Cruise,,About Paris,Rainy,South America,Urban,Archaeological
1146,Marrakech,10/07/2024,10/10/2024,3,Traveler 1146,49,Male,Indian,Resort,603,Bus,,About Cape Town,Dry,Europe,Urban,Archaeological
1147,Helsinki,12/13/2024,12/19/2024,6,Traveler 1147,39,Other,Australian,Resort,933,Bus,,About Cape Town,Hot,Europe,Coastal,Therapeutic
1148,Munich,09/24/2024,10/02/2024,8,Traveler 1148,41,Other,Australian,Airbnb,803,Cruise,,About Rome,Rainy,Asia,Desert,Therapeutic
1149,Montreal,08/27/2024,09/07/2024,11,Traveler 1149,36,Female,American,Resort,2725,Bus,694.0,About Dubai,Cold,Africa,Desert,Religious
1150,Auckland,05/07/2024,05/13/2024,6,Traveler 1150,51,Male,British,Resort,1312,Train,511.0,About Rome,Dry,South America,Coastal,Religious
1151,Dublin,12/30/2024,01/06/2025,7,Traveler 1151,60,Male,Indian,Villa,1942,Car,,About Sydney,Hot,Africa,Urban,Therapeutic
1152,Karachi,11/30/2024,12/06/2024,6,Traveler 1152,29,Female,Indian,Villa,2779,Flight,,About Rome,Dry,Asia,Desert,Archaeological
1153,Seoul,01/26/2024,02/06/2024,11,Traveler 1153,37,Male,Canadian,Hotel,646,Bus,,About Sydney,Moisture,South America,Urban,Archaeological
1154,Casablanca,10/26/2024,11/10/2024,15,Traveler 1154,39,Male,American,Villa,1442,Flight,700.0,About Cape Town,Rainy,Europe,Rural,Archaeological
1155,Kingston,09/10/2024,09/16/2024,6,Traveler 1155,27,Female,British,Resort,2418,Cruise,,About Cape Town,Cold,Europe,Archaeological,Archaeological
1156,Guatemala City,06/11/2024,06/18/2024,7,Traveler 1156,53,Female,Australian,Resort,2568,Bus,,About Sydney,Hot,Asia,Urban,Recreational
1157,Perth,07/01/2024,07/14/2024,13,Traveler 1157,34,Female,British,Hotel,1698,Bus,615.0,About Sydney,Dry,Africa,Coastal,Archaeological
1158,Havana,04/05/2024,04/11/2024,6,Traveler 1158,43,Male,Australian,Villa,2815,Cruise,,About Rome,Dry,South America,Urban,Therapeutic
1159,Tallinn,03/15/2024,03/30/2024,15,Traveler 1159,42,Female,Indian,Resort,1933,Train,,About Paris,Rainy,Asia,Urban,Recreational
1160,Manila,05/13/2024,05/28/2024,15,Traveler 1160,41,Male,Indian,Resort,1727,Car,133.0,About Rome,Rainy,Asia,Rural,Environmental
1161,Santiago,09/11/2024,09/21/2024,10,Traveler 1161,27,Female,Australian,Hotel,1860,Cruise,628.0,About Rome,Moisture,Africa,Coastal,Recreational
1162,Zurich,06/04/2024,06/11/2024,7,Traveler 1162,51,Other,Indian,Hotel,2557,Cruise,116.0,About Rome,Hot,North America,Coastal,Recreational
1163,Seville,05/21/2024,05/29/2024,8,Traveler 1163,38,Male,American,Hotel,1539,Car,1021.0,About Sydney,Cold,Asia,Archaeological,Religious
1164,Tel Aviv,09/12/2024,09/27/2024,15,Traveler 1164,43,Other,British,Hostel,1537,Train,,About Dubai,Cold,South America,Coastal,Religious
1165,Accra,04/10/2024,04/14/2024,4,Traveler 1165,46,Other,American,Resort,2535,Car,635.0,About Cape Town,Moisture,Africa,Urban,Archaeological
1166,Adelaide,01/21/2024,01/26/2024,5,Traveler 1166,68,Other,Indian,Hostel,2027,Flight,1022.0,About Cape Town,Dry,South America,Rural,Archaeological
1167,Bogotá,01/29/2024,02/01/2024,3,Traveler 1167,65,Male,Indian,Airbnb,1705,Train,650.0,About Rome,Hot,Asia,Coastal,Recreational
1168,Florence,08/06/2024,08/13/2024,7,Traveler 1168,46,Female,Australian,Hostel,1655,Flight,,About Dubai,Moisture,Europe,Rural,Environmental
1169,Warsaw,06/02/2024,06/06/2024,4,Traveler 1169,65,Other,Australian,Airbnb,1977,Bus,,About Sydney,Dry,North America,Desert,Religious
1170,Dhaka,01/28/2024,02/06/2024,9,Traveler 1170,39,Other,British,Hotel,2456,Cruise,,About Paris,Hot,North America,Desert,Environmental
1171,Reykjavik,02/26/2024,03/04/2024,7,Traveler 1171,47,Female,Australian,Hostel,2752,Car,,About Dubai,Rainy,South America,Rural,Archaeological
1172,Copenhagen,04/13/2024,04/19/2024,6,Traveler 1172,70,Female,Canadian,Hotel,1788,Car,343.0,About Dubai,Hot,Europe,Coastal,Archaeological
1173,San Francisco,08/18/2024,08/29/2024,11,Traveler 1173,47,Other,Indian,Airbnb,2649,Flight,653.0,About Sydney,Hot,Africa,Coastal,Environmental
1174,Kyoto,04/19/2024,04/23/2024,4,Traveler 1174,69,Female,Canadian,Hotel,2801,Car,379.0,About Sydney,Moisture,North America,Coastal,Archaeological
1175,Amman,10/21/2024,11/03/2024,13,Traveler 1175,36,Male,Australian,Hotel,1836,Flight,205.0,About Cape Town,Hot,Africa,Rural,Therapeutic
1176,Barcelona,10/25/2024,11/01/2024,7,Traveler 1176,70,Female,Australian,Hostel,2957,Train,397.0,About Rome,Moisture,Africa,Urban,Recreational
1177,Melbourne,10/28/2024,11/03/2024,6,Traveler 1177,60,Female,Indian,Villa,2816,Train,,About Cape Town,Rainy,Africa,Urban,Recreational
1178,Algiers,05/16/2024,05/26/2024,10,Traveler 1178,68,Male,Australian,Hostel,788,Bus,1065.0,About Dubai,Moisture,Europe,Rural,Religious
1179,Lima,03/19/2024,04/01/2024,13,Traveler 1179,25,Female,British,Hotel,2879,Car,857.0,About Dubai,Moisture,Europe,Archaeological,Environmental
1180,Amsterdam,04/29/2024,05/03/2024,4,Traveler 1180,56,Female,British,Resort,1067,Cruise,,About Rome,Moisture,Asia,Rural,Recreational
1181,Colombo,10/02/2024,10/17/2024,15,Traveler 1181,30,Other,Canadian,Hotel,556,Train,1351.0,About Paris,Dry,Asia,Urban,Archaeological
1182,Beirut,11/17/2024,11/28/2024,11,Traveler 1182,52,Male,Canadian,Hotel,1881,Bus,292.0,About Rome,Cold,Asia,Coastal,Therapeutic
1183,Jakarta,03/03/2024,03/11/2024,8,Traveler 1183,61,Female,Indian,Hotel,518,Car,,About Sydney,Dry,Asia,Urban,Recreational
1184,Quito,02/06/2024,02/18/2024,12,Traveler 1184,44,Other,Australian,Hostel,610,Train,,About Paris,Dry,Africa,Rural,Recreational
1185,Oslo,10/06/2024,10/20/2024,14,Traveler 1185,70,Female,British,Resort,1423,Train,946.0,About Sydney,Cold,Africa,Archaeological,Environmental
1186,Shanghai,04/23/2024,05/02/2024,9,Traveler 1186,52,Other,Canadian,Hotel,2724,Train,,About Paris,Rainy,Europe,Desert,Archaeological
1187,Vancouver,03/13/2024,03/24/2024,11,Traveler 1187,29,Male,Australian,Hotel,1779,Flight,485.0,About Sydney,Hot,Asia,Archaeological,Recreational
1188,Chicago,01/09/2024,01/24/2024,15,Traveler 1188,53,Other,Indian,Hostel,767,Cruise,895.0,About Sydney,Cold,Africa,Archaeological,Archaeological
1189,Mumbai,05/31/2024,06/12/2024,12,Traveler 1189,64,Female,Indian,Villa,1217,Bus,,About Cape Town,Moisture,North America,Urban,Recreational
1190,Doha,12/16/2024,12/20/2024,4,Traveler 1190,26,Other,Indian,Airbnb,588,Flight,,About Cape Town,Rainy,Africa,Coastal,Recreational
1191,São Paulo,02/23/2024,02/26/2024,3,Traveler 1191,23,Female,Canadian,Villa,1807,Train,1302.0,About Paris,Dry,Africa,Coastal,Recreational
1192,Tegucigalpa,02/11/2024,02/23/2024,12,Traveler 1192,38,Female,American,Hotel,1962,Cruise,,About Paris,Dry,North America,Urban,Environmental
1193,Venice,01/12/2024,01/15/2024,3,Traveler 1193,49,Other,Indian,Airbnb,2337,Train,890.0,About Rome,Hot,Africa,Urban,Archaeological
1194,Fes,02/22/2024,02/28/2024,6,Traveler 1194,19,Male,American,Villa,2153,Car,,About Sydney,Rainy,Africa,Urban,Recreational
1195,Athens,01/09/2024,01/14/2024,5,Traveler 1195,33,Female,American,Airbnb,2181,Train,,About Sydney,Moisture,Asia,Desert,Therapeutic
1196,Phuket,09/26/2024,10/10/2024,14,Traveler 1196,45,Other,Indian,Hotel,2170,Bus,858.0,About Cape Town,Cold,Africa,Coastal,Religious
1197,Bali,09/14/2024,09/24/2024,10,Traveler 1197,39,Male,Indian,Hotel,2474,Bus,,About Sydney,Dry,Europe,Desert,Environmental
1198,Rio de Janeiro,03/22/2024,03/26/2024,4,Traveler 1198,57,Male,Indian,Airbnb,2347,Train,959.0,About Sydney,Rainy,Europe,Coastal,Recreational
1199,Cancun,08/04/2024,08/11/2024,7,Traveler 1199,29,Female,Indian,Hotel,1416,Train,,About Rome,Dry,Asia,Archaeological,Environmental
1200,Honolulu,01/27/2024,02/11/2024,15,Traveler 1200,36,Female,Canadian,Hostel,1063,Cruise,559.0,About Paris,Hot,South America,Rural,Therapeutic
1201,Hawaii,10/20/2024,10/30/2024,10,Traveler 1201,55,Male,American,Villa,2133,Bus,,About Cape Town,Hot,Asia,Desert,Archaeological
1202,Australia,02/21/2024,02/29/2024,8,Traveler 1202,60,Male,American,Hotel,2582,Flight,,About Paris,Moisture,Africa,Urban,Archaeological
1203,New York City,10/24/2024,10/31/2024,7,Traveler 1203,33,Female,Canadian,Airbnb,922,Bus,1445.0,About Cape Town,Hot,Asia,Urban,Therapeutic
1204,Zurich,03/29/2024,04/13/2024,15,Traveler 1204,35,Other,Canadian,Hostel,652,Cruise,,About Paris,Hot,Africa,Rural,Archaeological
1205,Hamburg,11/10/2024,11/22/2024,12,Traveler 1205,41,Female,Indian,Airbnb,626,Cruise,,About Cape Town,Hot,Asia,Archaeological,Therapeutic
1206,Frankfurt,12/31/2024,01/09/2025,9,Traveler 1206,63,Other,American,Resort,2297,Train,1069.0,About Dubai,Hot,Africa,Rural,Recreational
1207,Abu Dhabi,06/13/2024,06/24/2024,11,Traveler 1207,58,Female,Indian,Resort,2927,Car,889.0,About Cape Town,Rainy,Asia,Coastal,Environmental
1208,Kuala Lumpur,12/31/2024,01/03/2025,3,Traveler 1208,63,Female,Canadian,Resort,955,Car,1404.0,About Dubai,Moisture,Europe,Rural,Archaeological
1209,Bratislava,03/07/2024,03/13/2024,6,Traveler 1209,54,Other,American,Airbnb,2864,Flight,942.0,About Cape Town,Dry,Africa,Coastal,Therapeutic
1210,Lyon,12/20/2024,01/03/2025,14,Traveler 1210,26,Male,American,Hotel,2353,Bus,,About Sydney,Rainy,South America,Coastal,Environmental
1211,Geneva,01/13/2024,01/20/2024,7,Traveler 1211,26,Male,Australian,Airbnb,2831,Car,,About Rome,Rainy,South America,Desert,Archaeological
1212,Naples,03/11/2024,03/23/2024,12,Traveler 1212,45,Male,Australian,Villa,2999,Train,,About Paris,Cold,North America,Rural,Environmental
1213,Valencia,05/07/2024,05/19/2024,12,Traveler 1213,62,Female,British,Villa,662,Bus,,About Dubai,Rainy,Europe,Coastal,Environmental
1214,Salzburg,12/27/2024,01/10/2025,14,Traveler 1214,45,Male,American,Resort,2492,Bus,206.0,About Paris,Rainy,Asia,Urban,Religious
1215,Split,08/01/2024,08/15/2024,14,Traveler 1215,20,Other,Australian,Hotel,1545,Car,,About Dubai,Rainy,Africa,Coastal,Environmental
1216,Rabat,05/10/2024,05/21/2024,11,Traveler 1216,57,Other,Indian,Hotel,1300,Bus,,About Dubai,Moisture,North America,Archaeological,Religious
1217,Giza,03/13/2024,03/17/2024,4,Traveler 1217,57,Male,British,Hotel,1955,Train,,About Cape Town,Cold,South America,Desert,Environmental
1218,Jerusalem,06/03/2024,06/11/2024,8,Traveler 1218,30,Male,American,Resort,2499,Car,,About Sydney,Cold,Europe,Coastal,Recreational
1219,Bordeaux,12/03/2024,12/11/2024,8,Traveler 1219,22,Male,Canadian,Resort,1752,Bus,,About Paris,Moisture,Asia,Desert,Therapeutic
1220,Marseille,06/10/2024,06/22/2024,12,Traveler 1220,66,Male,British,Airbnb,1867,Car,181.0,About Rome,Moisture,Africa,Coastal,Environmental
1221,Athens,08/22/2024,09/05/2024,14,Traveler 1221,56,Other,Indian,Hostel,749,Train,,About Sydney,Dry,Asia,Rural,Religious
1222,Thessaloniki,02/12/2024,02/21/2024,9,Traveler 1222,22,Other,American,Resort,1766,Bus,,About Paris,Moisture,Asia,Urban,Archaeological
1223,Krakow,03/04/2024,03/09/2024,5,Traveler 1223,40,Female,American,Villa,1025,Bus,,About Paris,Dry,North America,Rural,Environmental
1224,Gdansk,03/12/2024,03/21/2024,9,Traveler 1224,30,Female,British,Resort,2387,Cruise,,About Rome,Moisture,South America,Rural,Environmental
1225,Malaga,08/19/2024,08/29/2024,10,Traveler 1225,61,Female,American,Airbnb,1291,Cruise,115.0,About Rome,Moisture,Asia,Archaeological,Archaeological
1226,Granada,09/26/2024,10/01/2024,5,Traveler 1226,19,Female,Australian,Hostel,547,Bus,1029.0,About Paris,Rainy,Africa,Desert,Archaeological
1227,Bilbao,03/06/2024,03/12/2024,6,Traveler 1227,35,Other,British,Hotel,1935,Flight,,About Sydney,Rainy,Europe,Coastal,Therapeutic
1228,Doha,08/17/2024,08/30/2024,13,Traveler 1228,44,Other,British,Villa,2373,Bus,157.0,About Sydney,Moisture,North America,Desert,Archaeological
1229,Muscat,07/02/2024,07/06/2024,4,Traveler 1229,19,Other,Indian,Airbnb,1314,Train,,About Sydney,Cold,Africa,Rural,Religious
1230,Kuwait City,01/11/2024,01/19/2024,8,Traveler 1230,46,Other,British,Resort,1547,Car,650.0,About Paris,Rainy,Africa,Urban,Therapeutic
1231,Manama,10/30/2024,11/12/2024,13,Traveler 1231,64,Female,Canadian,Hotel,2642,Bus,,About Dubai,Cold,Asia,Archaeological,Recreational
1232,Nairobi,02/09/2024,02/13/2024,4,Traveler 1232,21,Male,Canadian,Hotel,2699,Train,,About Dubai,Hot,Europe,Urban,Archaeological
1233,Dar es Salaam,03/15/2024,03/19/2024,4,Traveler 1233,55,Other,Canadian,Airbnb,774,Bus,380.0,About Dubai,Rainy,Asia,Rural,Environmental
1234,Victoria,02/22/2024,03/02/2024,9,Traveler 1234,39,Other,Canadian,Hostel,2427,Car,1009.0,About Dubai,Moisture,Africa,Urban,Religious
1235,Addis Ababa,11/15/2024,11/23/2024,8,Traveler 1235,41,Female,Indian,Airbnb,625,Flight,,About Dubai,Hot,North America,Coastal,Archaeological
1236,Cairo,09/29/2024,10/10/2024,11,Traveler 1236,39,Other,Indian,Hostel,904,Bus,804.0,About Rome,Hot,Asia,Urban,Recreational
1237,Alexandria,09/18/2024,09/25/2024,7,Traveler 1237,49,Other,Canadian,Hotel,1284,Bus,,About Rome,Rainy,North America,Rural,Religious
1238,Dakar,01/09/2024,01/20/2024,11,Traveler 1238,45,Male,Canadian,Villa,2857,Car,339.0,About Cape Town,Hot,South America,Urban,Archaeological
1239,Luanda,11/16/2024,12/01/2024,15,Traveler 1239,42,Male,Australian,Hostel,857,Car,,About Paris,Dry,Europe,Desert,Environmental
1240,Antananarivo,04/27/2024,05/09/2024,12,Traveler 1240,35,Female,British,Hostel,2527,Cruise,783.0,About Cape Town,Rainy,North America,Desert,Therapeutic
1241,Nouakchott,11/08/2024,11/17/2024,9,Traveler 1241,68,Female,American,Hostel,2520,Train,,About Cape Town,Hot,Europe,Archaeological,Therapeutic
1242,Tripoli,04/23/2024,05/06/2024,13,Traveler 1242,33,Female,American,Hostel,618,Bus,881.0,About Cape Town,Rainy,Africa,Coastal,Religious
1243,Tashkent,01/02/2024,01/08/2024,6,Traveler 1243,67,Female,American,Villa,1870,Car,1084.0,About Rome,Dry,Asia,Desert,Recreational
1244,Yerevan,09/08/2024,09/23/2024,15,Traveler 1244,32,Other,American,Airbnb,1894,Cruise,,About Sydney,Dry,Europe,Archaeological,Archaeological
1245,Baku,09/17/2024,10/02/2024,15,Traveler 1245,49,Male,British,Villa,1962,Train,970.0,About Cape Town,Cold,Africa,Rural,Religious
1246,Nur-Sultan,02/23/2024,03/05/2024,11,Traveler 1246,62,Male,Australian,Hostel,1103,Train,857.0,About Rome,Cold,South America,Archaeological,Recreational
1247,Ulaanbaatar,04/11/2024,04/25/2024,14,Traveler 1247,53,Other,Canadian,Hostel,2456,Bus,,About Rome,Moisture,North America,Urban,Archaeological
1248,Hanoi,04/03/2024,04/12/2024,9,Traveler 1248,49,Other,Indian,Hostel,1787,Train,905.0,About Paris,Moisture,Africa,Archaeological,Environmental
1249,Phnom Penh,10/10/2024,10/17/2024,7,Traveler 1249,26,Male,Australian,Resort,1295,Car,628.0,About Paris,Moisture,Africa,Coastal,Therapeutic
1250,Vientiane,06/02/2024,06/13/2024,11,Traveler 1250,33,Female,American,Villa,1395,Bus,284.0,About Paris,Dry,Africa,Urban,Recreational
1251,Yangon,08/15/2024,08/23/2024,8,Traveler 1251,42,Other,American,Hotel,2053,Bus,,About Dubai,Moisture,South America,Urban,Religious
1252,Chennai,08/24/2024,09/02/2024,9,Traveler 1252,23,Female,Australian,Villa,2600,Car,,About Dubai,Moisture,North America,Archaeological,Religious
1253,Bangalore,05/16/2024,05/21/2024,5,Traveler 1253,68,Male,British,Hostel,2543,Flight,1324.0,About Dubai,Hot,Asia,Desert,Recreational
1254,Hyderabad,08/06/2024,08/19/2024,13,Traveler 1254,40,Female,Indian,Hotel,2428,Car,519.0,About Dubai,Hot,South America,Urban,Therapeutic
1255,Ahmedabad,02/04/2024,02/17/2024,13,Traveler 1255,32,Other,Australian,Airbnb,1747,Flight,232.0,About Sydney,Rainy,Asia,Desert,Religious
1256,Pune,03/22/2024,04/01/2024,10,Traveler 1256,60,Other,British,Airbnb,1075,Train,970.0,About Dubai,Dry,South America,Desert,Environmental
1257,Alexandria,12/24/2024,12/28/2024,4,Traveler 1257,67,Other,British,Airbnb,1575,Cruise,1082.0,About Cape Town,Moisture,Africa,Coastal,Religious
1258,Cairo,02/06/2024,02/11/2024,5,Traveler 1258,27,Male,American,Hostel,1523,Train,,About Sydney,Rainy,Africa,Archaeological,Environmental
1259,Luxor,12/22/2024,12/25/2024,3,Traveler 1259,48,Male,British,Hostel,762,Train,1386.0,About Rome,Moisture,Asia,Coastal,Recreational
1260,Sharm El-Sheikh,11/21/2024,11/27/2024,6,Traveler 1260,54,Male,American,Hotel,1986,Cruise,,About Sydney,Dry,South America,Desert,Environmental
1261,Aswan,08/26/2024,09/10/2024,15,Traveler 1261,67,Male,American,Airbnb,2957,Flight,,About Rome,Dry,North America,Rural,Recreational
1262,Sao Paulo,06/26/2024,06/30/2024,4,Traveler 1262,43,Female,American,Hotel,2772,Flight,,About Cape Town,Dry,Europe,Coastal,Archaeological
1263,Paris,03/23/2024,04/03/2024,11,Traveler 1263,65,Other,American,Hostel,1509,Car,1384.0,About Rome,Moisture,Asia,Rural,Archaeological
1264,Mexico City,06/16/2024,06/22/2024,6,Traveler 1264,22,Female,Indian,Hostel,2420,Cruise,,About Dubai,Hot,Europe,Rural,Religious
1265,Dubai,04/14/2024,04/25/2024,11,Traveler 1265,27,Male,Canadian,Resort,1240,Bus,879.0,About Cape Town,Hot,North America,Urban,Recreational
